date,time,temp_c,temp_f,precip_mm,precip_in,humidity,wind_kph,wind_mph,wind_dir,pressure_mb,pressure_in,cloud,feelslike_c,feelslike_f,uv,gust_kph,gust_mph,condition_text,condition_code
2023-10-08,2023-10-08 00:00,12.8,55.1,0.0,0.0,66,16.9,10.5,NW,1005.0,29.67,9,11.2,52.1,0.0,23.6,14.7,Clear,1000
2023-10-08,2023-10-08 01:00,12.4,54.2,0.0,0.0,67,16.6,10.3,WNW,1005.0,29.68,12,10.7,51.2,0.0,22.9,14.2,Clear,1000
2023-10-08,2023-10-08 02:00,9.8,49.6,0.0,0.0,92,18.7,11.6,WNW,1004.0,29.65,0,7.6,45.7,0.0,25.3,15.7,Clear,1000
2023-10-08,2023-10-08 03:00,11.4,52.5,0.0,0.0,65,19.4,12.1,WNW,1005.0,29.68,11,9.2,48.5,0.0,26.3,16.4,Clear,1000
2023-10-08,2023-10-08 04:00,10.8,51.5,0.0,0.0,64,19.4,12.1,WNW,1005.0,29.68,10,8.5,47.2,0.0,26.4,16.4,Clear,1000
2023-10-08,2023-10-08 05:00,8.8,47.8,0.0,0.0,94,19.4,12.1,WNW,1004.0,29.65,0,6.5,43.7,0.0,26.2,16.3,Clear,1000
2023-10-08,2023-10-08 06:00,10.1,50.2,0.0,0.0,64,19.1,11.9,W,1005.0,29.69,5,7.6,45.6,0.0,25.5,15.8,Clear,1000
2023-10-08,2023-10-08 07:00,9.7,49.4,0.0,0.0,67,19.1,11.9,W,1006.0,29.7,7,7.1,44.7,0.0,25.8,16.0,Clear,1000
2023-10-08,2023-10-08 08:00,8.3,46.9,0.0,0.0,90,20.5,12.8,W,1005.0,29.68,0,5.7,42.3,3.0,26.9,16.7,Sunny,1000
2023-10-08,2023-10-08 09:00,11.1,52.0,0.0,0.0,61,21.6,13.4,W,1007.0,29.73,14,8.6,47.5,4.0,26.3,16.4,Sunny,1000
2023-10-08,2023-10-08 10:00,12.6,54.7,0.0,0.0,55,22.0,13.6,W,1007.0,29.73,15,10.5,50.9,4.0,25.3,15.7,Sunny,1000
2023-10-08,2023-10-08 11:00,15.2,59.4,0.0,0.0,67,22.0,13.6,W,1006.0,29.7,0,15.2,59.4,5.0,25.3,15.7,Sunny,1000
2023-10-08,2023-10-08 12:00,15.4,59.7,0.0,0.0,45,22.7,14.1,W,1006.0,29.72,43,15.4,59.8,5.0,26.1,16.2,Partly cloudy,1003
2023-10-08,2023-10-08 13:00,16.2,61.1,0.0,0.0,41,23.4,14.5,W,1006.0,29.71,100,16.2,61.1,4.0,26.9,16.7,Overcast,1009
2023-10-08,2023-10-08 14:00,14.3,57.7,0.0,0.0,65,24.5,15.2,W,1005.0,29.69,89,12.7,54.8,3.0,28.2,17.5,Overcast,1009
2023-10-08,2023-10-08 15:00,15.1,59.2,0.0,0.0,43,20.9,13.0,W,1006.0,29.7,100,15.1,59.2,4.0,24.0,14.9,Overcast,1009
2023-10-08,2023-10-08 16:00,15.2,59.3,0.0,0.0,44,22.3,13.9,W,1006.0,29.71,70,15.2,59.3,4.0,25.7,15.9,Cloudy,1006
2023-10-08,2023-10-08 17:00,13.8,56.8,0.0,0.0,71,20.5,12.8,W,1006.0,29.7,32,12.3,54.1,4.0,25.0,15.5,Partly cloudy,1003
2023-10-08,2023-10-08 18:00,14.2,57.6,0.01,0.0,49,22.3,13.9,W,1007.0,29.74,66,12.6,54.6,3.0,27.4,17.0,Patchy rain possible,1063
2023-10-08,2023-10-08 19:00,13.6,56.4,0.0,0.0,51,19.1,11.9,W,1008.0,29.77,63,12.0,53.5,0.0,24.1,15.0,Cloudy,1006
2023-10-08,2023-10-08 20:00,10.9,51.6,0.0,0.0,87,16.6,10.3,W,1007.0,29.74,5,9.2,48.6,0.0,21.3,13.3,Clear,1000
2023-10-08,2023-10-08 21:00,13.0,55.4,0.0,0.0,51,15.5,9.6,W,1009.0,29.8,49,11.5,52.8,0.0,20.8,13.0,Partly cloudy,1003
2023-10-08,2023-10-08 22:00,12.6,54.8,0.0,0.0,51,14.8,9.2,WSW,1009.0,29.8,48,11.2,52.2,0.0,19.9,12.3,Partly cloudy,1003
2023-10-08,2023-10-08 23:00,9.8,49.6,0.0,0.0,88,13.7,8.5,WSW,1008.0,29.78,68,8.1,46.6,0.0,18.9,11.7,Cloudy,1006
2023-10-09,2023-10-09 00:00,11.9,53.4,0.0,0.0,51,14.4,8.9,WSW,1009.0,29.81,47,10.3,50.5,0.0,19.9,12.4,Partly cloudy,1003
2023-10-09,2023-10-09 01:00,11.5,52.8,0.0,0.0,51,13.7,8.5,WSW,1010.0,29.81,46,10.0,49.9,0.0,18.8,11.7,Partly cloudy,1003
2023-10-09,2023-10-09 02:00,8.9,48.0,0.0,0.0,89,13.3,8.3,WSW,1009.0,29.79,4,7.4,45.4,0.0,18.3,11.3,Clear,1000
2023-10-09,2023-10-09 03:00,10.7,51.3,0.0,0.0,56,12.6,7.8,WSW,1010.0,29.82,11,9.1,48.4,0.0,17.1,10.6,Clear,1000
2023-10-09,2023-10-09 04:00,10.4,50.6,0.0,0.0,58,12.2,7.6,WSW,1010.0,29.83,15,8.7,47.7,0.0,16.6,10.3,Clear,1000
2023-10-09,2023-10-09 05:00,8.1,46.6,0.0,0.0,91,12.6,7.8,WSW,1010.0,29.82,5,6.6,43.9,0.0,17.0,10.6,Clear,1000
2023-10-09,2023-10-09 06:00,9.9,49.8,0.0,0.0,60,12.2,7.6,WSW,1010.0,29.84,18,8.2,46.7,0.0,16.6,10.3,Clear,1000
2023-10-09,2023-10-09 07:00,10.0,50.0,0.0,0.0,60,11.9,7.4,WSW,1010.0,29.84,21,8.3,47.0,0.0,16.2,10.1,Clear,1000
2023-10-09,2023-10-09 08:00,7.8,46.0,0.0,0.0,87,14.0,8.7,SW,1011.0,29.86,7,6.4,43.4,3.0,18.6,11.5,Sunny,1000
2023-10-09,2023-10-09 09:00,11.4,52.5,0.0,0.0,53,16.2,10.1,SW,1011.0,29.85,53,9.5,49.1,4.0,20.0,12.4,Partly cloudy,1003
2023-10-09,2023-10-09 10:00,12.0,53.5,0.0,0.0,50,16.2,10.1,WSW,1011.0,29.86,100,10.2,50.4,3.0,19.8,12.3,Overcast,1009
2023-10-09,2023-10-09 11:00,13.4,56.1,0.0,0.0,59,17.6,11.0,WSW,1012.0,29.87,20,12.6,54.7,4.0,21.7,13.5,Sunny,1000
2023-10-09,2023-10-09 12:00,15.1,59.2,0.0,0.0,45,18.7,11.6,WSW,1010.0,29.84,68,15.1,59.2,4.0,21.5,13.4,Cloudy,1006
2023-10-09,2023-10-09 13:00,16.5,61.7,0.0,0.0,41,18.4,11.4,SW,1010.0,29.81,87,16.5,61.7,4.0,21.1,13.1,Cloudy,1006
2023-10-09,2023-10-09 14:00,15.3,59.5,0.0,0.0,51,18.4,11.4,SW,1011.0,29.84,12,15.3,59.5,5.0,21.1,13.1,Sunny,1000
2023-10-09,2023-10-09 15:00,17.6,63.6,0.0,0.0,37,17.6,11.0,SW,1008.0,29.78,57,17.6,63.6,5.0,21.2,13.2,Partly cloudy,1003
2023-10-09,2023-10-09 16:00,18.1,64.5,0.0,0.0,37,18.0,11.2,SW,1008.0,29.77,77,18.1,64.5,4.0,21.5,13.3,Cloudy,1006
2023-10-09,2023-10-09 17:00,17.7,63.8,0.0,0.0,39,15.8,9.8,SW,1008.0,29.78,67,17.7,63.8,4.0,21.2,13.2,Cloudy,1006
2023-10-09,2023-10-09 18:00,17.4,63.4,0.0,0.0,40,14.8,9.2,SW,1009.0,29.79,100,17.4,63.4,4.0,20.0,12.4,Overcast,1009
2023-10-09,2023-10-09 19:00,17.2,63.0,0.0,0.0,43,15.1,9.4,SW,1009.0,29.8,100,17.2,63.0,0.0,21.2,13.2,Overcast,1009
2023-10-09,2023-10-09 20:00,16.7,62.1,0.01,0.0,46,19.1,11.9,SW,1010.0,29.82,67,16.7,62.1,0.0,25.8,16.0,Patchy rain possible,1063
2023-10-09,2023-10-09 21:00,16.7,62.1,0.0,0.0,47,11.2,6.9,SW,1010.0,29.82,42,16.7,62.1,0.0,15.8,9.8,Partly cloudy,1003
2023-10-09,2023-10-09 22:00,16.6,61.9,0.0,0.0,47,14.8,9.2,SSW,1010.0,29.82,95,16.6,61.9,0.0,21.3,13.3,Overcast,1009
2023-10-09,2023-10-09 23:00,16.6,62.0,0.01,0.0,48,20.2,12.5,SSW,1010.0,29.82,72,16.6,62.0,0.0,28.2,17.5,Patchy rain possible,1063
2023-10-10,2023-10-10 00:00,16.5,61.6,0.05,0.0,50,22.3,13.9,SW,1010.0,29.82,76,16.5,61.6,0.0,31.2,19.4,Patchy rain possible,1063
2023-10-10,2023-10-10 01:00,15.3,59.5,0.02,0.0,62,15.1,9.4,SW,1010.0,29.82,100,15.3,59.5,0.0,20.8,13.0,Patchy rain possible,1063
2023-10-10,2023-10-10 02:00,15.4,59.8,0.0,0.0,60,10.8,6.7,SW,1010.0,29.82,100,15.4,59.8,0.0,15.1,9.4,Overcast,1009
2023-10-10,2023-10-10 03:00,15.3,59.6,0.0,0.0,59,10.1,6.3,SSW,1010.0,29.81,45,15.3,59.6,0.0,14.3,8.9,Partly cloudy,1003
2023-10-10,2023-10-10 04:00,14.8,58.6,0.0,0.0,62,6.1,3.8,SSE,1009.0,29.8,90,14.9,58.9,0.0,9.4,5.8,Overcast,1009
2023-10-10,2023-10-10 05:00,15.2,59.4,0.01,0.0,60,7.6,4.7,S,1009.0,29.8,50,15.2,59.4,0.0,11.6,7.2,Patchy rain possible,1063
2023-10-10,2023-10-10 06:00,15.2,59.3,0.02,0.0,60,12.2,7.6,SSW,1009.0,29.8,100,15.2,59.3,0.0,19.5,12.1,Patchy rain possible,1063
2023-10-10,2023-10-10 07:00,14.9,58.9,0.05,0.0,67,13.3,8.3,SSW,1009.0,29.8,93,14.2,57.5,0.0,19.2,11.9,Patchy rain possible,1063
2023-10-10,2023-10-10 08:00,15.3,59.6,0.01,0.0,68,11.5,7.2,SW,1009.0,29.81,71,15.3,59.6,4.0,17.2,10.7,Patchy rain possible,1063
2023-10-10,2023-10-10 09:00,16.1,60.9,0.0,0.0,65,9.7,6.0,SSW,1009.0,29.81,44,16.1,60.9,5.0,13.2,8.2,Partly cloudy,1003
2023-10-10,2023-10-10 10:00,16.3,61.4,0.01,0.0,65,12.6,7.8,SSW,1010.0,29.82,100,16.3,61.4,4.0,17.0,10.6,Patchy rain possible,1063
2023-10-10,2023-10-10 11:00,16.9,62.4,0.0,0.0,62,9.7,6.0,SSW,1009.0,29.81,24,16.9,62.4,5.0,12.8,8.0,Sunny,1000
2023-10-10,2023-10-10 12:00,19.4,67.0,0.05,0.0,53,12.6,7.8,S,1009.0,29.79,75,19.4,67.0,4.0,14.5,9.0,Patchy rain possible,1063
2023-10-10,2023-10-10 13:00,20.7,69.2,0.0,0.0,48,10.4,6.5,S,1008.0,29.77,44,20.7,69.2,6.0,12.0,7.5,Partly cloudy,1003
2023-10-10,2023-10-10 14:00,21.5,70.7,0.0,0.0,44,11.2,6.9,SSW,1007.0,29.74,30,21.5,70.7,6.0,12.9,8.0,Partly cloudy,1003
2023-10-10,2023-10-10 15:00,22.0,71.7,0.01,0.0,42,12.2,7.6,S,1006.0,29.72,79,24.1,75.4,5.0,14.1,8.7,Patchy rain possible,1063
2023-10-10,2023-10-10 16:00,22.2,72.0,0.0,0.0,41,15.8,9.8,S,1006.0,29.7,27,24.1,75.4,6.0,19.3,12.0,Partly cloudy,1003
2023-10-10,2023-10-10 17:00,21.8,71.2,0.01,0.0,45,17.3,10.7,S,1006.0,29.7,70,21.8,71.2,5.0,22.2,13.8,Patchy rain possible,1063
2023-10-10,2023-10-10 18:00,20.8,69.5,0.0,0.0,51,14.8,9.2,S,1006.0,29.7,45,20.8,69.5,6.0,21.4,13.3,Partly cloudy,1003
2023-10-10,2023-10-10 19:00,20.3,68.6,0.01,0.0,53,10.4,6.5,WSW,1006.0,29.72,86,20.3,68.6,0.0,14.7,9.1,Patchy rain possible,1063
2023-10-10,2023-10-10 20:00,18.8,65.8,0.02,0.0,57,13.0,8.1,WNW,1007.0,29.74,76,18.8,65.8,0.0,17.7,11.0,Patchy rain possible,1063
2023-10-10,2023-10-10 21:00,17.8,64.1,0.0,0.0,59,16.2,10.1,WNW,1008.0,29.76,17,17.8,64.1,0.0,21.7,13.5,Clear,1000
2023-10-10,2023-10-10 22:00,16.3,61.4,0.0,0.0,62,15.8,9.8,NW,1009.0,29.78,10,16.3,61.4,0.0,21.2,13.2,Clear,1000
2023-10-10,2023-10-10 23:00,15.7,60.3,0.0,0.0,59,13.7,8.5,NW,1009.0,29.79,15,15.7,60.3,0.0,18.4,11.4,Clear,1000
2023-10-11,2023-10-11 00:00,14.5,58.0,0.0,0.0,62,6.1,3.8,WSW,1009.0,29.8,7,14.6,58.2,0.0,10.3,6.4,Clear,1000
2023-10-11,2023-10-11 01:00,14.2,57.5,0.0,0.0,64,7.6,4.7,SW,1009.0,29.81,6,14.0,57.2,0.0,12.6,7.8,Clear,1000
2023-10-11,2023-10-11 02:00,13.5,56.3,0.0,0.0,84,8.3,5.1,WSW,1010.0,29.84,95,13.8,56.9,0.0,13.6,8.5,Overcast,1009
2023-10-11,2023-10-11 03:00,13.3,55.9,0.0,0.0,65,7.9,4.9,WSW,1010.0,29.81,7,12.9,55.2,0.0,13.1,8.1,Clear,1000
2023-10-11,2023-10-11 04:00,13.0,55.3,0.0,0.0,65,7.2,4.5,WSW,1010.0,29.82,6,12.6,54.8,0.0,12.1,7.5,Clear,1000
2023-10-11,2023-10-11 05:00,13.1,55.6,0.0,0.0,78,6.8,4.3,W,1010.0,29.84,39,13.0,55.4,0.0,11.7,7.3,Partly cloudy,1003
2023-10-11,2023-10-11 06:00,12.4,54.4,0.0,0.0,62,7.2,4.5,W,1010.0,29.82,8,12.0,53.6,0.0,12.5,7.8,Clear,1000
2023-10-11,2023-10-11 07:00,12.2,53.9,0.0,0.0,60,7.9,4.9,W,1010.0,29.82,5,11.6,52.9,0.0,13.8,8.6,Clear,1000
2023-10-11,2023-10-11 08:00,12.3,54.1,0.0,0.0,83,9.0,5.6,W,1011.0,29.87,27,12.3,54.1,4.0,13.9,8.7,Partly cloudy,1003
2023-10-11,2023-10-11 09:00,14.0,57.1,0.0,0.0,47,12.2,7.6,W,1011.0,29.86,10,13.1,55.6,4.0,16.3,10.1,Sunny,1000
2023-10-11,2023-10-11 10:00,15.7,60.3,0.0,0.0,37,13.3,8.3,W,1011.0,29.87,8,15.7,60.3,5.0,16.4,10.2,Sunny,1000
2023-10-11,2023-10-11 11:00,17.8,64.0,0.0,0.0,43,15.8,9.8,W,1012.0,29.88,0,17.8,64.0,5.0,18.3,11.3,Sunny,1000
2023-10-11,2023-10-11 12:00,18.6,65.4,0.0,0.0,28,18.7,11.6,W,1011.0,29.87,9,18.6,65.4,5.0,21.5,13.4,Sunny,1000
2023-10-11,2023-10-11 13:00,19.1,66.4,0.0,0.0,32,19.1,11.9,W,1011.0,29.85,8,19.1,66.4,5.0,22.0,13.6,Sunny,1000
2023-10-11,2023-10-11 14:00,19.0,66.2,0.0,0.0,41,19.1,11.9,W,1011.0,29.85,3,19.0,66.2,5.0,22.0,13.6,Sunny,1000
2023-10-11,2023-10-11 15:00,19.7,67.5,0.0,0.0,35,18.4,11.4,W,1010.0,29.84,14,19.7,67.5,5.0,21.1,13.1,Sunny,1000
2023-10-11,2023-10-11 16:00,19.7,67.5,0.0,0.0,35,19.4,12.1,W,1011.0,29.84,30,19.7,67.5,5.0,22.4,13.9,Partly cloudy,1003
2023-10-11,2023-10-11 17:00,20.0,68.0,0.0,0.0,46,18.7,11.6,W,1010.0,29.84,0,20.0,68.0,6.0,23.1,14.4,Sunny,1000
2023-10-11,2023-10-11 18:00,18.5,65.3,0.0,0.0,41,15.8,9.8,W,1011.0,29.85,22,18.5,65.3,5.0,21.5,13.4,Sunny,1000
2023-10-11,2023-10-11 19:00,17.7,63.8,0.0,0.0,44,10.4,6.5,W,1011.0,29.87,23,17.7,63.8,0.0,14.9,9.3,Clear,1000
2023-10-11,2023-10-11 20:00,16.7,62.1,0.0,0.0,62,8.6,5.4,W,1011.0,29.86,0,16.7,62.1,0.0,12.5,7.8,Clear,1000
2023-10-11,2023-10-11 21:00,16.5,61.7,0.0,0.0,50,8.6,5.4,W,1012.0,29.89,19,16.5,61.7,0.0,12.7,7.9,Clear,1000
2023-10-11,2023-10-11 22:00,15.7,60.3,0.0,0.0,53,6.8,4.3,WNW,1012.0,29.9,9,15.8,60.4,0.0,10.5,6.5,Clear,1000
2023-10-11,2023-10-11 23:00,15.2,59.4,0.0,0.0,73,5.0,3.1,WNW,1012.0,29.89,5,15.2,59.4,0.0,7.8,4.9,Clear,1000
2023-10-12,2023-10-12 00:00,15.4,59.7,0.0,0.0,52,3.6,2.2,NNW,1013.0,29.91,4,15.4,59.7,0.0,5.8,3.6,Clear,1000
2023-10-12,2023-10-12 01:00,15.0,59.1,0.0,0.0,53,2.9,1.8,WNW,1013.0,29.91,3,15.0,59.1,0.0,4.7,2.9,Clear,1000
2023-10-12,2023-10-12 02:00,13.0,55.4,0.0,0.0,81,4.3,2.7,WNW,1012.0,29.89,0,13.0,55.3,0.0,7.1,4.4,Clear,1000
2023-10-12,2023-10-12 03:00,14.4,57.9,0.0,0.0,55,4.0,2.5,W,1013.0,29.92,3,15.0,59.1,0.0,6.5,4.0,Clear,1000
2023-10-12,2023-10-12 04:00,14.1,57.4,0.0,0.0,56,4.0,2.5,W,1013.0,29.92,11,14.7,58.4,0.0,6.6,4.1,Clear,1000
2023-10-12,2023-10-12 05:00,11.5,52.7,0.0,0.0,90,4.7,2.9,W,1013.0,29.91,63,11.9,53.4,0.0,7.7,4.8,Cloudy,1006
2023-10-12,2023-10-12 06:00,13.5,56.3,0.0,0.0,57,4.3,2.7,W,1014.0,29.93,28,13.9,57.0,0.0,7.2,4.5,Partly cloudy,1003
2023-10-12,2023-10-12 07:00,13.3,55.9,0.0,0.0,57,5.8,3.6,WSW,1014.0,29.93,45,13.3,55.9,0.0,9.5,5.9,Partly cloudy,1003
2023-10-12,2023-10-12 08:00,10.8,51.4,0.0,0.0,92,6.1,3.8,WSW,1014.0,29.93,18,10.8,51.4,4.0,9.1,5.7,Sunny,1000
2023-10-12,2023-10-12 09:00,14.9,58.9,0.0,0.0,48,6.1,3.8,WSW,1014.0,29.94,57,15.1,59.2,4.0,8.0,4.9,Partly cloudy,1003
2023-10-12,2023-10-12 10:00,16.1,61.0,0.0,0.0,44,8.6,5.4,SW,1014.0,29.95,89,16.1,61.0,4.0,10.7,6.6,Overcast,1009
2023-10-12,2023-10-12 11:00,16.5,61.7,0.0,0.0,62,9.0,5.6,WSW,1014.0,29.95,19,16.5,61.7,5.0,11.7,7.3,Sunny,1000
2023-10-12,2023-10-12 12:00,16.9,62.5,0.0,0.0,41,9.4,5.8,WSW,1014.0,29.94,28,16.9,62.5,5.0,11.5,7.2,Partly cloudy,1003
2023-10-12,2023-10-12 13:00,18.7,65.7,0.0,0.0,36,11.2,6.9,WSW,1013.0,29.92,40,18.7,65.7,5.0,12.9,8.0,Partly cloudy,1003
2023-10-12,2023-10-12 14:00,19.0,66.2,0.0,0.0,47,13.3,8.3,WSW,1013.0,29.91,38,19.0,66.2,5.0,15.3,9.5,Partly cloudy,1003
2023-10-12,2023-10-12 15:00,18.6,65.5,0.0,0.0,39,12.2,7.6,W,1012.0,29.89,77,18.6,65.5,4.0,16.1,10.0,Cloudy,1006
2023-10-12,2023-10-12 16:00,18.2,64.7,0.0,0.0,40,12.6,7.8,W,1012.0,29.88,92,18.2,64.7,4.0,16.2,10.1,Overcast,1009
2023-10-12,2023-10-12 17:00,18.4,65.1,0.0,0.0,54,12.2,7.6,W,1012.0,29.89,96,18.4,65.1,4.0,16.2,10.1,Overcast,1009
2023-10-12,2023-10-12 18:00,17.5,63.4,0.0,0.0,43,10.8,6.7,W,1013.0,29.9,85,17.5,63.4,4.0,14.6,9.1,Cloudy,1006
2023-10-12,2023-10-12 19:00,17.2,62.9,0.0,0.0,46,10.8,6.7,WNW,1013.0,29.92,80,17.2,62.9,0.0,14.8,9.2,Cloudy,1006
2023-10-12,2023-10-12 20:00,17.1,62.8,0.0,0.0,63,11.5,7.2,WNW,1014.0,29.94,93,17.1,62.8,0.0,15.7,9.8,Overcast,1009
2023-10-12,2023-10-12 21:00,16.5,61.6,0.0,0.0,52,8.6,5.4,WNW,1014.0,29.93,50,16.5,61.6,0.0,12.3,7.6,Partly cloudy,1003
2023-10-12,2023-10-12 22:00,16.3,61.3,0.0,0.0,55,7.9,4.9,NW,1014.0,29.93,72,16.3,61.3,0.0,11.4,7.1,Cloudy,1006
2023-10-12,2023-10-12 23:00,14.5,58.1,0.0,0.0,75,9.7,6.0,NNW,1015.0,29.97,51,13.7,56.7,0.0,13.9,8.6,Partly cloudy,1003
2023-10-13,2023-10-13 00:00,14.8,58.6,0.0,0.0,59,13.7,8.5,N,1014.0,29.93,21,14.0,57.1,0.0,19.1,11.9,Clear,1000
2023-10-13,2023-10-13 01:00,14.0,57.2,0.0,0.0,62,13.3,8.3,N,1014.0,29.95,15,13.1,55.5,0.0,18.5,11.5,Clear,1000
2023-10-13,2023-10-13 02:00,13.1,55.6,0.0,0.0,73,14.0,8.7,NNW,1013.0,29.93,5,12.2,54.0,0.0,19.5,12.1,Clear,1000
2023-10-13,2023-10-13 03:00,13.0,55.3,0.0,0.0,53,15.5,9.6,NNW,1014.0,29.95,28,11.5,52.7,0.0,21.5,13.4,Partly cloudy,1003
2023-10-13,2023-10-13 04:00,12.4,54.4,0.0,0.0,51,14.8,9.2,NNW,1014.0,29.95,24,10.9,51.7,0.0,20.4,12.7,Clear,1000
2023-10-13,2023-10-13 05:00,11.5,52.7,0.0,0.0,69,15.8,9.8,NNW,1014.0,29.96,42,9.6,49.3,0.0,22.1,13.7,Partly cloudy,1003
2023-10-13,2023-10-13 06:00,11.6,52.9,0.0,0.0,53,15.1,9.4,NNW,1015.0,29.98,2,9.9,49.8,0.0,21.0,13.1,Clear,1000
2023-10-13,2023-10-13 07:00,11.2,52.1,0.0,0.0,55,14.4,8.9,NNW,1016.0,29.99,0,9.5,49.0,0.0,20.4,12.7,Clear,1000
2023-10-13,2023-10-13 08:00,9.8,49.6,0.0,0.0,77,16.6,10.3,NNW,1016.0,30.01,16,8.2,46.8,3.0,22.3,13.9,Sunny,1000
2023-10-13,2023-10-13 09:00,12.0,53.6,0.0,0.0,49,17.3,10.7,NNW,1017.0,30.02,4,10.2,50.3,4.0,21.4,13.3,Sunny,1000
2023-10-13,2023-10-13 10:00,13.3,55.9,0.0,0.0,44,15.8,9.8,NNW,1017.0,30.03,4,11.8,53.3,4.0,18.2,11.3,Sunny,1000
2023-10-13,2023-10-13 11:00,14.1,57.4,0.0,0.0,53,14.0,8.7,NNW,1017.0,30.03,0,12.9,55.1,4.0,16.2,10.0,Sunny,1000
2023-10-13,2023-10-13 12:00,15.6,60.1,0.0,0.0,37,13.0,8.1,NNW,1016.0,30.01,2,15.6,60.1,5.0,14.9,9.3,Sunny,1000
2023-10-13,2023-10-13 13:00,16.7,62.1,0.0,0.0,36,13.3,8.3,NNW,1016.0,30.0,0,16.8,62.2,5.0,15.3,9.5,Sunny,1000
2023-10-13,2023-10-13 14:00,17.0,62.6,0.0,0.0,47,14.8,9.2,NNW,1016.0,29.99,0,17.0,62.6,5.0,17.0,10.6,Sunny,1000
2023-10-13,2023-10-13 15:00,18.3,64.9,0.0,0.0,34,16.6,10.3,NNW,1015.0,29.96,6,18.3,64.9,5.0,19.0,11.8,Sunny,1000
2023-10-13,2023-10-13 16:00,18.3,64.9,0.0,0.0,34,17.6,11.0,NNW,1014.0,29.95,11,18.3,64.9,5.0,20.3,12.6,Sunny,1000
2023-10-13,2023-10-13 17:00,17.3,63.1,0.0,0.0,52,18.0,11.2,NNW,1015.0,29.98,0,17.3,63.1,5.0,22.1,13.7,Sunny,1000
2023-10-13,2023-10-13 18:00,17.2,62.9,0.0,0.0,39,15.5,9.6,NNW,1015.0,29.97,9,17.2,62.9,5.0,20.6,12.8,Sunny,1000
2023-10-13,2023-10-13 19:00,16.5,61.8,0.0,0.0,41,11.2,6.9,N,1015.0,29.98,12,16.6,61.8,0.0,15.4,9.6,Clear,1000
2023-10-13,2023-10-13 20:00,14.3,57.7,0.0,0.0,68,11.9,7.4,NNE,1016.0,30.01,0,14.2,57.5,0.0,16.1,10.0,Clear,1000
2023-10-13,2023-10-13 21:00,14.9,58.8,0.0,0.0,48,11.5,7.2,NE,1015.0,29.98,28,14.3,57.7,0.0,16.1,10.0,Partly cloudy,1003
2023-10-13,2023-10-13 22:00,14.5,58.1,0.0,0.0,49,11.9,7.4,NNE,1016.0,29.99,44,13.8,56.8,0.0,16.5,10.3,Partly cloudy,1003
2023-10-13,2023-10-13 23:00,13.0,55.4,0.0,0.0,73,12.2,7.6,NNE,1016.0,30.0,24,12.5,54.5,0.0,16.7,10.4,Clear,1000
2023-10-14,2023-10-14 00:00,14.7,58.4,0.0,0.0,49,7.9,4.9,NNE,1014.0,29.95,21,14.5,58.1,0.0,11.3,7.0,Clear,1000
2023-10-14,2023-10-14 01:00,14.4,57.9,0.0,0.0,49,7.2,4.5,NNE,1014.0,29.95,34,14.3,57.7,0.0,10.2,6.4,Partly cloudy,1003
2023-10-14,2023-10-14 02:00,11.3,52.3,0.0,0.0,82,6.5,4.0,NE,1014.0,29.95,35,10.6,51.1,0.0,9.2,5.7,Partly cloudy,1003
2023-10-14,2023-10-14 03:00,13.8,56.9,0.0,0.0,51,6.1,3.8,NE,1013.0,29.93,32,13.9,56.9,0.0,8.6,5.3,Partly cloudy,1003
2023-10-14,2023-10-14 04:00,13.7,56.7,0.0,0.0,51,6.1,3.8,NNE,1013.0,29.92,47,13.7,56.7,0.0,8.6,5.3,Partly cloudy,1003
2023-10-14,2023-10-14 05:00,10.1,50.2,0.0,0.0,82,7.9,4.9,NNE,1014.0,29.93,93,8.9,47.9,0.0,11.0,6.8,Overcast,1009
2023-10-14,2023-10-14 06:00,13.4,56.2,0.0,0.0,52,7.6,4.7,NNE,1013.0,29.9,68,13.1,55.6,0.0,10.4,6.5,Cloudy,1006
2023-10-14,2023-10-14 07:00,13.4,56.1,0.03,0.0,53,6.1,3.8,NNE,1013.0,29.9,55,13.4,56.0,0.0,8.4,5.2,Patchy rain possible,1063
2023-10-14,2023-10-14 08:00,9.0,48.2,0.0,0.0,80,6.8,4.3,N,1014.0,29.93,66,7.1,44.8,2.0,9.1,5.6,Cloudy,1006
2023-10-14,2023-10-14 09:00,12.1,53.7,1.38,0.05,69,6.8,4.3,NW,1013.0,29.91,100,11.7,53.0,3.0,8.8,5.5,Light rain,1183
2023-10-14,2023-10-14 10:00,11.0,51.8,1.36,0.05,82,6.1,3.8,NW,1013.0,29.91,76,10.6,51.0,3.0,8.0,4.9,Light rain,1183
2023-10-14,2023-10-14 11:00,11.1,52.0,0.0,0.0,70,2.9,1.8,N,1013.0,29.9,76,11.0,51.8,3.0,3.7,2.3,Cloudy,1006
2023-10-14,2023-10-14 12:00,11.1,51.9,1.24,0.05,84,2.5,1.6,E,1011.0,29.86,71,11.1,51.9,3.0,3.2,2.0,Patchy light rain,1180
2023-10-14,2023-10-14 13:00,11.0,51.8,1.51,0.06,87,2.2,1.3,ESE,1010.0,29.83,93,11.0,51.7,3.0,2.8,1.7,Light rain,1183
2023-10-14,2023-10-14 14:00,11.0,51.8,0.0,0.0,76,4.7,2.9,E,1011.0,29.85,100,10.1,50.2,3.0,6.0,3.7,Overcast,1009
